Transaction_ID,Timestamp,Amount,Merchant,Location,Card_Type,Device,Is_Fraud
3792,25/01/2025 09:45,6.96,Serrano-Reyes,Port Brookeland,Amex,Desktop,1
3793,08/01/2025 21:13,90.35,Schwartz-Whitney,Brittanychester,MasterCard,Desktop,0
3794,01/02/2025 01:51,134.27,Gomez Ltd,Lake Timothytown,Discover,Desktop,0
3795,07/01/2025 08:20,3.3,Collins and Sons,Smithberg,MasterCard,Tablet,0
3796,26/01/2025 14:15,107.5,House-Johnson,North Daniel,MasterCard,Mobile,0
3797,03/02/2025 16:48,75.99,Williams-Washington,Conradmouth,Discover,Mobile,0
3798,18/01/2025 22:24,10.9,Jordan and Sons,Lake Joseph,MasterCard,Mobile,0
3799,31/01/2025 20:12,18.94,Nielsen-Armstrong,Christybury,MasterCard,Desktop,0
3800,08/01/2025 12:32,83.93,"Stuart, Gardner and Griffith",New Noah,Visa,Tablet,0
3801,27/01/2025 17:41,35.15,"Mendez, Jackson and Johnson",Aliburgh,Amex,Mobile,0
3802,16/01/2025 18:11,278.57,Johnson-Dean,Rickyton,Visa,Desktop,0
3803,29/01/2025 00:46,170.78,Peterson LLC,South Christopher,Amex,Tablet,0
3804,07/01/2025 16:43,410.85,Reed Group,Ramosshire,Discover,Tablet,0
3805,10/01/2025 12:49,30.07,"Rice, Bennett and Gardner",Travisfort,Discover,Mobile,0
3806,01/01/2025 12:38,349.74,Hernandez PLC,North Georgeview,Discover,Mobile,0
3807,20/01/2025 11:31,56.43,Lee and Sons,Greermouth,Amex,Desktop,0
3808,02/02/2025 00:58,42.7,Butler-Wilson,North Shawnland,Amex,Mobile,0
3809,05/02/2025 14:40,5.17,"Martin, Johnson and Diaz",East Donald,Amex,Desktop,0
3810,03/01/2025 09:04,5.42,Porter-Stewart,Murrayburgh,Discover,Tablet,0
3811,18/01/2025 03:36,117.77,Powell and Sons,Hamptonfurt,Amex,Tablet,0
3812,08/01/2025 07:27,61.24,Blair Ltd,New Amberfort,MasterCard,Tablet,0
3813,12/01/2025 18:30,25.69,Reilly Ltd,Lake Scottland,Visa,Tablet,0
3814,24/01/2025 13:29,95.18,"Moore, Bates and Young",South Luke,Discover,Mobile,0
3815,28/01/2025 14:48,29.15,Gordon LLC,Ronaldhaven,Visa,Mobile,0
3816,13/01/2025 21:32,86.19,"Ramos, Nguyen and Perry",Jessicahaven,MasterCard,Desktop,0
3817,22/01/2025 07:35,44.51,"Coffey, Everett and Romero",Scottshire,Amex,Desktop,0
3818,05/01/2025 09:55,173.47,"Kent, Simon and Simpson",Stuartfort,Visa,Desktop,0
3819,20/01/2025 17:52,171.87,Donovan LLC,North Ian,MasterCard,Desktop,0
3820,07/01/2025 00:49,64.88,Glass-Watkins,Melissaland,MasterCard,Desktop,0
3821,06/01/2025 00:05,43.2,Kerr-Allison,Bakerchester,Visa,Tablet,0
3822,26/01/2025 02:03,45.03,Norris Inc,New Tanyabury,Discover,Tablet,0
3823,04/01/2025 23:06,163.84,Sandoval-Clarke,New Lindaberg,Visa,Tablet,0
3824,13/01/2025 06:45,39.78,"Chambers, Reyes and Sandoval",Mcphersonton,Discover,Desktop,0
3825,04/02/2025 20:11,23.45,Reese-Wells,New Lindsaychester,Amex,Tablet,0
3826,31/01/2025 13:33,8.85,Smith-Gardner,Sullivanborough,Discover,Tablet,0
3827,23/01/2025 10:42,62.87,Baker LLC,New Michaelstad,Amex,Tablet,0
3828,04/02/2025 00:17,65.8,Fernandez-Hernandez,Georgeton,Visa,Tablet,0
3829,30/01/2025 09:34,183.83,"Moore, Marks and Marshall",Lake Laurie,Amex,Mobile,0
3830,20/01/2025 07:28,25.01,"Smith, Diaz and Beard",South Aliciabury,MasterCard,Desktop,0
3831,26/01/2025 15:23,47.96,Maynard-Kennedy,West Rachelbury,Amex,Desktop,0
3832,12/01/2025 16:19,165.24,Randall Ltd,Michaelville,Discover,Mobile,0
3833,13/01/2025 00:47,173.51,Houston-Smith,Garciamouth,Discover,Tablet,0
3834,31/01/2025 20:45,48.55,Moran-Hall,North Brittany,Discover,Tablet,0
3835,10/01/2025 01:39,61.46,Smith and Sons,Jenniferton,Amex,Tablet,0
3836,21/01/2025 15:28,36.14,Rosario PLC,Richardberg,Discover,Desktop,0
3837,16/01/2025 11:54,269.64,Moreno-Jones,Danielland,Discover,Desktop,0
3838,24/01/2025 07:36,12.63,Kaiser Inc,Lake Johnborough,MasterCard,Desktop,0
3839,03/01/2025 13:10,271.43,Guerrero and Sons,West Andrewshire,Amex,Desktop,0
3840,25/01/2025 01:27,115.16,Lopez Inc,Greeneburgh,MasterCard,Desktop,0
3841,27/01/2025 09:05,75.84,Martin Inc,South Samantha,Discover,Mobile,0
3842,14/01/2025 13:34,3.32,Cervantes-Farmer,East Chloe,Discover,Desktop,0
3843,15/01/2025 07:07,64.55,Underwood Ltd,Blakeville,Discover,Tablet,0
3844,31/01/2025 12:45,52.38,Porter-Mcguire,New Taylorborough,Amex,Desktop,0
3845,24/01/2025 18:25,17.58,"Moody, Rivera and Jenkins",Nathanberg,Visa,Mobile,1
3846,12/01/2025 21:11,106.83,Anderson-Jordan,Williamberg,Discover,Tablet,0
3847,08/01/2025 01:07,354.57,Tyler PLC,Turnertown,Discover,Mobile,0
3848,18/01/2025 09:27,82.6,Snyder-Boyd,East Teresa,Discover,Tablet,0
3849,10/01/2025 15:49,125.44,"Martin, Jackson and Gould",North Richardshire,Discover,Desktop,0
3850,27/01/2025 10:55,7.09,Schultz Group,Valdezside,Amex,Mobile,0
3851,22/01/2025 19:43,54.07,Bradley-Bradshaw,South Peter,Visa,Tablet,1
3852,29/01/2025 08:32,12.37,"Phillips, Johnson and Williams",Lake Joseph,Visa,Desktop,0
3853,09/01/2025 10:19,94.88,Ramsey LLC,New Justinhaven,Visa,Tablet,0
3854,16/01/2025 12:57,278.84,"Rush, Richard and Mccoy",Ericshire,Discover,Mobile,0
3855,05/01/2025 14:49,108.41,"White, Hardin and Pollard",Port Lawrence,Discover,Mobile,0
3856,27/01/2025 08:44,7.99,Davis-Mendoza,Bergport,Visa,Mobile,0
3857,28/01/2025 04:53,43.8,Wood PLC,Andrewfurt,Visa,Mobile,0
3858,20/01/2025 10:01,80,Gray-Knox,Piercebury,Discover,Desktop,0
3859,19/01/2025 05:25,51.62,Lewis-Beck,Port Drew,Discover,Tablet,0
3860,17/01/2025 17:39,179.36,Miller Ltd,Port Jenniferton,MasterCard,Desktop,0
3861,09/01/2025 09:26,168.56,Lee Ltd,New Julianton,MasterCard,Mobile,0
3862,26/01/2025 22:04,94.63,Mcguire LLC,New Jill,MasterCard,Tablet,0
3863,24/01/2025 21:32,46.75,"Thomas, Odom and Smith",West Rileyville,Visa,Mobile,0
3864,03/01/2025 06:38,29.48,"Brown, Harrison and Mercer",Lake Michael,Amex,Desktop,0
3865,02/01/2025 22:22,11.19,Ware Inc,South Ronnie,Discover,Desktop,0
3866,05/01/2025 14:23,43.83,Long-Thompson,Stevensview,MasterCard,Desktop,0
3867,07/01/2025 14:19,53.3,"Campbell, Campos and Mueller",Charlesview,Amex,Tablet,0
3868,07/01/2025 02:14,112.65,"Holmes, Alvarado and Douglas",Aprilfort,Discover,Tablet,0
3869,31/01/2025 13:03,107.34,"Shelton, Hess and Rojas",West Nicole,Amex,Mobile,0
3870,26/01/2025 16:23,7.27,"Hayden, Martin and Johnson",West Isaiah,Visa,Tablet,0
3871,22/01/2025 12:53,50.3,Moore Inc,Whitneyfurt,Visa,Tablet,0
3872,15/01/2025 00:14,20.06,Garcia-Rivera,Brandyfort,Visa,Desktop,0
3873,14/01/2025 20:39,17.06,Bryant-Jones,Jeremyshire,MasterCard,Mobile,0
3874,25/01/2025 00:33,175.62,Thomas-Lane,South Sharon,Discover,Desktop,0
3875,23/01/2025 03:09,4.28,"Doyle, Chaney and White",Brianfort,Visa,Mobile,0
3876,14/01/2025 23:20,54.33,Mora Group,Hamiltonburgh,MasterCard,Mobile,0
3877,01/01/2025 19:34,18.42,Johnson-Lopez,Alanfurt,MasterCard,Tablet,0
3878,06/01/2025 20:38,211.47,"Kennedy, Dickson and Phillips",New Scottbury,MasterCard,Desktop,0
3879,18/01/2025 15:42,81.43,Torres-Massey,Lake Annette,MasterCard,Tablet,0
3880,25/01/2025 16:33,26.32,Roth Group,Colefort,Visa,Tablet,0
3881,20/01/2025 12:55,69.8,Warren Inc,Alexanderchester,MasterCard,Tablet,0
3882,25/01/2025 07:48,131.49,Brock-Jones,Kathleenview,Visa,Mobile,0
3883,30/01/2025 02:46,317.29,Gilmore Group,West Hayleyburgh,Visa,Desktop,0
3884,20/01/2025 21:27,24.9,Heath PLC,West Gina,MasterCard,Desktop,0
3885,11/01/2025 09:21,217.32,"Flowers, Hughes and Weeks",Hernandezfurt,Visa,Tablet,0
3886,16/01/2025 03:42,272.27,Stone-Powell,Rogersshire,Discover,Mobile,0
3887,02/02/2025 19:59,248.2,"Byrd, Williams and Sandoval",New Bryan,Discover,Desktop,0
3888,03/01/2025 21:46,100.9,Williams-Harris,Smithhaven,Amex,Desktop,0
3889,04/02/2025 02:13,99.38,Palmer-Tucker,New Brett,Discover,Tablet,0
3890,25/01/2025 22:50,51.62,Powell-Lee,North Sandraburgh,Visa,Mobile,0
3891,23/01/2025 13:10,139.59,"Suarez, Martinez and Cruz",Harveyborough,Visa,Tablet,0
3892,09/01/2025 13:52,75.78,Meyer Ltd,Muellerland,Discover,Desktop,0
3893,03/02/2025 13:24,113.15,"Hernandez, Robinson and Bailey",North Amandabury,MasterCard,Mobile,0
3894,11/01/2025 18:50,55.94,Anderson Ltd,Pricemouth,MasterCard,Tablet,0
3895,11/01/2025 10:33,131.49,Williamson-Cox,Smithview,Visa,Desktop,0
3896,04/01/2025 15:50,174,Wilson-Mcdaniel,New Michaelville,MasterCard,Tablet,0
3897,03/02/2025 13:40,15.83,Figueroa-Ortiz,Jamesfurt,Amex,Tablet,0
3898,12/01/2025 19:53,178.93,Martin-Melton,Beverlyland,Amex,Tablet,0
3899,07/01/2025 12:45,77.72,Higgins-Gould,North Deborahland,Discover,Mobile,0
3900,28/01/2025 12:48,186.22,"Baker, Singleton and Hernandez",Lake Marymouth,Discover,Desktop,0
3901,14/01/2025 14:20,56.44,"Moore, Berg and Bush",Allenside,MasterCard,Desktop,0
3902,18/01/2025 00:34,47.65,"Chavez, Hensley and Ross",Lake Andrewborough,Visa,Desktop,0
3903,05/02/2025 05:41,246.58,"Wallace, Lynch and Moreno",Port Nicole,Discover,Desktop,0
3904,08/01/2025 03:38,28.92,"Smith, Taylor and Lowe",West Jacobton,Amex,Mobile,0
3905,18/01/2025 02:58,185.93,Smith Inc,West Lorishire,Discover,Tablet,0
3906,21/01/2025 22:15,66.17,"Romero, Buchanan and Stokes",Geoffreymouth,Discover,Desktop,0
3907,31/01/2025 21:53,72.17,"Fuller, Rivera and Huynh",West Michael,Amex,Mobile,0
3908,06/01/2025 15:22,36.88,Wood Inc,New David,Visa,Tablet,0
3909,23/01/2025 01:44,85.11,Hill-Huang,North John,Discover,Mobile,0
3910,15/01/2025 20:26,39.34,Green-Scott,Smithberg,Discover,Mobile,0
3911,04/02/2025 05:43,4.01,Larson Ltd,North Stevenville,Discover,Desktop,0
3912,19/01/2025 14:28,31.75,"Stewart, Silva and Gibbs",North Erichaven,MasterCard,Desktop,0
3913,25/01/2025 19:17,0.64,Burns PLC,Brandonville,Discover,Tablet,0
3914,30/01/2025 00:54,383.3,Woodard LLC,North Kristastad,Amex,Tablet,0
3915,03/02/2025 04:13,337.4,"Fry, Patton and Woodard",Rayton,Visa,Desktop,0
3916,06/01/2025 17:39,50.28,"Hines, Johnson and Barnes",New Jameschester,Visa,Mobile,0
3917,24/01/2025 01:07,130.33,"Reyes, Hicks and Herrera",Williamsonside,Amex,Desktop,0
3918,08/01/2025 12:12,42.44,Anderson LLC,Port Lance,MasterCard,Tablet,0
3919,25/01/2025 17:31,111.2,"Mathis, Holder and Martin",North Williamfort,Amex,Mobile,0
3920,06/01/2025 01:06,163.7,"Shannon, Sanford and Meza",Port Nathanchester,Visa,Mobile,0
3921,27/01/2025 16:54,293.29,Moore-Ruiz,Ginashire,Amex,Mobile,0
3922,06/01/2025 22:24,51.12,Watson and Sons,West Austinmouth,MasterCard,Desktop,0
3923,01/01/2025 07:49,152.92,Williams-Phillips,Port Derrickland,Visa,Desktop,0
3924,03/01/2025 06:23,30.91,"Jones, Clark and Walker",West Kimberlychester,MasterCard,Tablet,0
3925,29/01/2025 22:00,463.9,Clay Ltd,Port Jamesfort,Amex,Mobile,0
3926,17/01/2025 05:32,2.61,"Hancock, Lane and Norris",Sandersbury,Discover,Mobile,0
3927,08/01/2025 05:46,92.52,Smith LLC,Susanhaven,Amex,Desktop,0
3928,05/02/2025 13:00,107.74,"Patel, Moss and Dawson",Johnsonfort,MasterCard,Tablet,0
3929,08/01/2025 21:04,116.49,"Bradley, Cole and Ferguson",New Maryville,Amex,Tablet,0
3930,22/01/2025 03:18,12.83,Frazier-Sanchez,Coxville,Discover,Mobile,0
3931,03/02/2025 14:15,278.92,White LLC,North Joestad,MasterCard,Desktop,0
3932,26/01/2025 22:54,19.99,"Sanchez, Martin and Gilbert",Kevinchester,Amex,Mobile,0
3933,18/01/2025 04:13,97.49,Cherry Ltd,Andrewtown,MasterCard,Desktop,0
3934,13/01/2025 22:53,25.19,"King, Davenport and Shelton",West Nicholaschester,MasterCard,Tablet,0
3935,11/01/2025 03:12,36.7,"Riggs, Arnold and Garrett",Carolborough,Visa,Mobile,0
3936,20/01/2025 13:52,79.07,"Hill, Fletcher and Lamb",Mariebury,Visa,Mobile,0
3937,21/01/2025 00:47,53.99,Johnson and Sons,Lake Jasonmouth,MasterCard,Mobile,0
3938,01/01/2025 18:21,17.46,Warner-Robinson,Lake Ericaside,Amex,Tablet,0
3939,02/01/2025 01:27,18.75,Armstrong Inc,Joyceberg,Amex,Mobile,0
3940,09/01/2025 23:56,54.15,Larson-Anderson,East Cherylfort,Amex,Tablet,0
3941,28/01/2025 13:47,141.59,Anderson-Carter,New Debrastad,Discover,Desktop,0
3942,10/01/2025 03:27,228.24,Patterson-Ross,West Stephaniemouth,MasterCard,Tablet,0
3943,25/01/2025 03:26,8.79,Smith-Rodriguez,Wallaceland,MasterCard,Desktop,0
3944,05/02/2025 14:45,49.94,Williams-Allen,Daybury,Discover,Tablet,1
3945,01/02/2025 16:01,10.56,"Smith, Hill and Huerta",Mayofort,MasterCard,Tablet,0
3946,22/01/2025 06:27,1.67,"Pugh, Cherry and White",Markborough,MasterCard,Mobile,0
3947,02/02/2025 08:41,108.39,"Gates, Peters and Torres",South Thomas,Discover,Tablet,0
3948,03/01/2025 19:08,92.24,Hoover-Hicks,New Jasmine,Visa,Mobile,0
3949,02/02/2025 23:26,17.8,"Reeves, Graham and Barnes",New Davidtown,MasterCard,Desktop,0
3950,05/01/2025 08:44,26.63,Myers-Delgado,North Allenhaven,Discover,Desktop,0
3951,05/02/2025 19:52,2.4,Powell PLC,Emilyshire,Amex,Mobile,0
3952,02/01/2025 08:48,180.15,"Allen, Robertson and Williams",Derektown,Visa,Desktop,0
3953,03/01/2025 07:40,367.66,"Jones, Medina and Castro",Randymouth,Amex,Tablet,0
3954,02/02/2025 12:46,14.56,Richardson PLC,New Elizabeth,MasterCard,Mobile,0
3955,27/01/2025 14:16,26.33,Vargas-Nichols,Stephanieport,Visa,Mobile,0
3956,02/02/2025 17:27,202.81,Rosario and Sons,Lake Curtismouth,Discover,Mobile,0
3957,24/01/2025 04:34,261,"Ingram, Nelson and Smith",Port Amanda,MasterCard,Desktop,0
3958,04/02/2025 15:35,54.41,Atkinson Ltd,Torresville,Discover,Desktop,0
3959,03/01/2025 09:33,5.19,Ford-Jenkins,West Monica,Visa,Tablet,0
3960,23/01/2025 15:54,4.02,Cabrera Ltd,Lake Robert,Amex,Tablet,0
3961,19/01/2025 18:11,85.32,"Hines, Mendez and Hansen",Michealton,MasterCard,Mobile,0
3962,01/02/2025 16:51,49.91,"Wright, Ford and Spencer",Woodmouth,MasterCard,Tablet,0
3963,01/02/2025 03:14,2.91,Morales-Sandoval,Darrenmouth,Discover,Desktop,0
3964,11/01/2025 19:48,87.53,Hardy-Little,Walkershire,Visa,Tablet,0
3965,15/01/2025 08:10,1.14,Stevenson LLC,Caitlynton,Discover,Desktop,0
3966,04/01/2025 07:03,154.82,Castillo-Trevino,Alexanderhaven,Visa,Tablet,0
3967,09/01/2025 19:52,36.59,Larson-Mendez,Lake Ronald,MasterCard,Desktop,0
3968,25/01/2025 14:31,4.11,"Stephens, Rosales and Dominguez",Kyleburgh,Visa,Desktop,0
3969,06/01/2025 18:22,88.76,Johnson-Sherman,Lake George,MasterCard,Tablet,0
3970,28/01/2025 03:28,50.7,Williams-Thomas,Jenniferborough,Visa,Tablet,0
3971,16/01/2025 08:15,364.2,Bennett-Wilson,Lake Christinashire,Amex,Desktop,0
3972,01/02/2025 17:26,78.57,Harper Ltd,South Tracy,Visa,Mobile,0
3973,18/01/2025 13:26,32.19,Carpenter-Richards,South Courtney,Amex,Tablet,0
3974,31/01/2025 04:54,123.59,Weber-Kelly,Mckayton,Visa,Desktop,0
3975,08/01/2025 01:29,31.68,"Simon, Cooley and Newton",North Susan,Visa,Tablet,0
3976,03/02/2025 02:51,234.59,Nguyen PLC,Lake Anthony,Discover,Tablet,0
3977,03/02/2025 21:29,46.96,"Castro, Chang and Brown",Patriciamouth,Discover,Tablet,0
3978,04/01/2025 23:48,79.82,Martinez Ltd,Robertmouth,MasterCard,Tablet,0
3979,10/01/2025 10:21,5.19,Castillo LLC,Fullerton,Discover,Tablet,0
3980,04/01/2025 02:03,55.53,Woodward and Sons,East Deborah,Visa,Mobile,0
3981,01/02/2025 18:49,178.6,"Reed, Davis and Young",Fernandoside,Discover,Mobile,0
3982,07/01/2025 14:11,163.81,Delgado Group,Thompsonshire,Visa,Mobile,0
3983,31/01/2025 08:29,25.4,Anderson-Henry,Ramoshaven,Amex,Desktop,0
3984,02/01/2025 20:07,25.63,Richardson and Sons,Garciaport,Visa,Mobile,0
3985,02/01/2025 03:08,169.99,"Vega, Barber and Roberts",East Robertport,MasterCard,Mobile,0
3986,19/01/2025 22:57,266.5,"Maldonado, Gould and Duncan",Charlesport,Amex,Desktop,0
3987,03/01/2025 21:33,10.02,Smith-Casey,Christinaburgh,MasterCard,Mobile,0
3988,23/01/2025 12:32,59.79,"Cox, Oliver and Nelson",South Brucefurt,MasterCard,Tablet,0
3989,01/01/2025 03:41,41.17,"Phillips, Austin and Steele",North Rachelport,MasterCard,Mobile,0
3990,09/01/2025 14:47,204.55,Williams LLC,Kimland,Discover,Mobile,0
3991,06/01/2025 07:40,8.72,Lopez and Sons,Rubioton,MasterCard,Mobile,0
3992,05/01/2025 00:29,23.71,Drake LLC,Swansonstad,Amex,Tablet,0
3993,10/01/2025 10:43,139.62,Warren-Sherman,Hardinville,Visa,Tablet,0
3994,18/01/2025 08:00,5.27,Davies PLC,New Candicebury,MasterCard,Tablet,0
3995,22/01/2025 10:21,67.83,Warner-Thompson,South Diana,Amex,Tablet,0
3996,20/01/2025 23:34,58.36,Murray-Barber,Jenniferton,MasterCard,Desktop,0
3997,21/01/2025 08:50,40.71,Nelson and Sons,Hoodland,Visa,Tablet,0
3998,16/01/2025 21:15,50.18,Adams PLC,West Amy,Amex,Tablet,0
3999,02/02/2025 15:23,75.49,Wright-Dominguez,Reynoldschester,Amex,Tablet,0
4000,02/01/2025 12:26,17.6,Davis Ltd,Lake Rodney,Visa,Tablet,0
4001,01/02/2025 04:42,84.86,"Johnson, Drake and Humphrey",New Kylieborough,Amex,Desktop,0
4002,05/01/2025 19:48,163.7,Gonzales-Spencer,Wintersborough,Visa,Mobile,0
4003,20/01/2025 03:24,142.78,"Gay, Gibson and Young",Campbellburgh,Amex,Mobile,0
4004,08/01/2025 05:52,16.71,Miranda-Gardner,Davidville,Amex,Tablet,0
4005,17/01/2025 19:03,16.16,Dodson-Lewis,North Brendatown,Visa,Tablet,0
4006,15/01/2025 03:51,31.22,"English, Mccall and Nguyen",East Andreaville,Visa,Tablet,0
4007,06/01/2025 12:05,44.8,"Brown, Stephens and Morgan",Callahanhaven,Amex,Mobile,0
4008,20/01/2025 04:45,52.5,"Mcintyre, Walker and Coleman",Mccormickport,Amex,Mobile,0
4009,05/02/2025 16:37,113.85,Mcgee LLC,North Andrealand,Visa,Tablet,0
4010,30/01/2025 12:52,5.84,"Harris, Pennington and Merritt",Hughesport,Discover,Mobile,0
4011,02/01/2025 19:23,3.53,"Small, Stephenson and Schwartz",New Scott,Visa,Desktop,0
4012,13/01/2025 08:06,49.74,"Davidson, Richardson and Leon",Coryfurt,Amex,Tablet,0
4013,29/01/2025 12:38,119.46,Castro LLC,New Michaelchester,Amex,Tablet,0
4014,13/01/2025 20:14,21.5,Flores-Thomas,New Jonathan,Amex,Desktop,0
4015,19/01/2025 01:02,102.58,Carlson PLC,Simpsonchester,Visa,Desktop,0
4016,20/01/2025 09:31,30.09,Wilson LLC,Millsberg,Amex,Mobile,0
4017,01/02/2025 19:42,217.23,"Becker, Lucero and Rodriguez",West Stephenburgh,Discover,Desktop,0
4018,02/01/2025 22:27,226.04,Morris-Valenzuela,Torresland,MasterCard,Tablet,0
4019,31/01/2025 08:36,35.28,Gonzales-Jacobs,Smithberg,Discover,Mobile,0
4020,26/01/2025 23:56,26.14,"Baker, Estrada and Bennett",Riveramouth,Visa,Desktop,0
4021,17/01/2025 19:27,52.98,Davis-Sanchez,Davidstad,Amex,Mobile,0
4022,03/02/2025 15:43,27.51,Brown-Palmer,Anthonymouth,Visa,Mobile,0
4023,04/02/2025 19:00,111.59,Walker LLC,Emmaland,MasterCard,Mobile,0
4024,17/01/2025 15:16,174.91,Stewart-Baird,East Mariaport,Visa,Mobile,0
4025,20/01/2025 09:46,111.81,Chapman Group,Josephmouth,Amex,Desktop,0
4026,13/01/2025 03:07,173.93,"Hicks, Bryant and Sanders",Kevinberg,MasterCard,Tablet,0
4027,05/01/2025 08:09,50.58,"Donovan, Mueller and Perez",Lake Kendrashire,MasterCard,Tablet,0
4028,13/01/2025 05:22,17,Herrera-Mcdaniel,Gonzalesburgh,Amex,Desktop,0
4029,04/02/2025 12:40,133.92,Harris-Davis,Matthewmouth,Amex,Tablet,0
4030,26/01/2025 11:08,44.7,"Wilson, Moore and Todd",North Jessicaville,Amex,Mobile,0
4031,10/01/2025 21:32,111.25,Smith-Wise,Kristymouth,Visa,Mobile,0
4032,31/01/2025 05:01,31.56,"Duffy, Ross and Wise",Katiebury,Discover,Mobile,0
4033,24/01/2025 04:18,8.47,"Strickland, Mcdonald and Shannon",Jesusville,Visa,Desktop,0
4034,27/01/2025 02:42,490.38,"Freeman, Davis and King",Foleychester,Visa,Mobile,0
4035,13/01/2025 14:28,16.98,"Hoffman, Porter and Cohen",Wendyland,Discover,Mobile,0
4036,01/01/2025 00:52,445.86,Bond-Burke,Shortshire,Amex,Desktop,0
4037,25/01/2025 07:19,378.45,Foster Group,Lake Tina,Amex,Mobile,0
4038,19/01/2025 06:50,157.9,Hawkins-Hicks,Myersport,Discover,Mobile,0
4039,01/02/2025 09:52,107.71,Turner PLC,New Jonathanbury,Discover,Tablet,0
4040,25/01/2025 05:25,86.23,Cordova-Young,East Oliviaside,Visa,Desktop,0
4041,06/01/2025 06:43,201.07,Moreno PLC,East Donnaton,MasterCard,Mobile,0
4042,22/01/2025 20:03,34.17,"Randall, Thomas and Sutton",Rogerschester,Discover,Mobile,0
4043,06/01/2025 12:52,63.05,Arroyo Ltd,Jaredport,Visa,Mobile,0
4044,06/01/2025 22:09,96.6,"Gross, Diaz and Wright",Anthonytown,MasterCard,Mobile,0
4045,03/02/2025 20:55,52.97,Molina-Hall,Port Elizabethhaven,Amex,Tablet,0
4046,15/01/2025 11:16,55.77,"Zhang, Warner and Michael",Maddoxside,Amex,Tablet,0
4047,16/01/2025 11:08,40.09,Wallace-Martinez,West Blake,Visa,Tablet,0
4048,11/01/2025 10:36,83.06,"Hinton, Vasquez and Lopez",Lake Tylerbury,Visa,Tablet,0
4049,26/01/2025 00:21,190.1,Nunez and Sons,Virginiahaven,Discover,Desktop,0
4050,04/01/2025 23:28,22.51,Wilson Group,South Sergio,Amex,Mobile,0
4051,14/01/2025 06:01,272.47,Johnson-Kelley,Melissastad,Visa,Tablet,0
4052,12/01/2025 17:05,116.82,Kelly-Lowe,Veronicashire,Amex,Mobile,0
4053,07/01/2025 19:54,173.32,Castro-Turner,Lake Jenniferside,Amex,Desktop,0
4054,05/01/2025 12:13,81.24,Montgomery LLC,North Georgeshire,Discover,Mobile,0
4055,25/01/2025 04:44,151.19,Jacobs-Woodard,Leonardville,MasterCard,Mobile,0
4056,23/01/2025 16:48,1.63,"Lynch, Hudson and Klein",Emilyside,Discover,Tablet,0
4057,08/01/2025 02:10,170.58,"Sanchez, Page and Parker",New Brittanyborough,Visa,Tablet,0
4058,14/01/2025 07:01,4.1,Wright-Mckay,East Brandon,Discover,Desktop,0
4059,07/01/2025 16:24,220.65,Kerr-Gonzalez,Claytonberg,Discover,Mobile,0
4060,01/02/2025 04:20,482.37,Kelly LLC,New Michelle,Amex,Tablet,0
4061,09/01/2025 04:51,34.82,Payne-Hernandez,North Heather,Discover,Tablet,0
4062,10/01/2025 02:47,23.61,"Williams, Robertson and Wilson",Priceview,Visa,Tablet,0
4063,26/01/2025 03:24,144.97,Banks-Ruiz,West Willietown,MasterCard,Desktop,0
4064,29/01/2025 04:37,29.17,Simpson-Berg,Jonathanhaven,Discover,Mobile,0
4065,29/01/2025 19:23,200.67,"Simmons, Allen and Ward",Ashleymouth,Discover,Tablet,0
4066,20/01/2025 06:05,10.85,"Smith, Thompson and Wallace",Brucefort,MasterCard,Mobile,0
4067,12/01/2025 08:51,13.46,Ramirez Group,West Gregory,Visa,Desktop,0
4068,25/01/2025 23:54,387.05,Faulkner-Griffin,Port Jessemouth,Visa,Mobile,0
4069,08/01/2025 22:26,112.04,"Liu, Taylor and Estes",New Paulberg,Discover,Tablet,0
4070,28/01/2025 05:16,187.66,"Ortiz, Patel and Martin",Millerview,Amex,Mobile,0
4071,04/01/2025 11:59,39.2,Harmon and Sons,South Christopher,Discover,Mobile,0
4072,20/01/2025 00:16,112.85,Abbott-Grant,Lake Craig,MasterCard,Desktop,0
4073,02/02/2025 16:54,90.2,Reid Ltd,West Hayden,MasterCard,Desktop,0
4074,24/01/2025 20:30,92.42,Cunningham-Vaughn,East Ronald,MasterCard,Mobile,0
4075,12/01/2025 05:47,114.74,Rojas Inc,Emilyberg,Discover,Mobile,0
4076,29/01/2025 23:04,85.65,Cook-Myers,North Kelly,Discover,Mobile,0
4077,20/01/2025 03:31,56.05,Holden-Williams,Robertmouth,Visa,Desktop,0
4078,04/02/2025 04:07,32.29,Wright LLC,Johnstad,Amex,Desktop,0
4079,10/01/2025 06:59,146.35,Terry-Dennis,Michaelborough,Discover,Mobile,0
4080,14/01/2025 21:35,25.65,Woodard LLC,Port Anthonyberg,Visa,Desktop,0
4081,03/01/2025 15:06,117.88,Moon-Williams,East Kathyhaven,Discover,Tablet,0
4082,27/01/2025 04:37,26.57,"Hodges, Lucero and Perkins",New Carrieville,Visa,Desktop,0
4083,06/01/2025 03:17,98.17,Brown Inc,South Maria,Visa,Desktop,0
4084,08/01/2025 02:21,137.47,Pham-Galloway,Clarkmouth,Amex,Desktop,0
4085,04/01/2025 09:07,24.68,Horton Inc,Ramirezberg,Discover,Tablet,0
4086,04/02/2025 07:09,6.18,Medina-Webb,Reynoldsbury,Visa,Tablet,0
4087,03/02/2025 01:31,14.04,"Pittman, Smith and Martin",New John,MasterCard,Tablet,0
